Nivel,Accuracy,Tiempo_Promedio,Racha,Accion
2,1.0,1.04,-3,MANTENER
1,1.0,1.04,1,MANTENER
2,1.0,1.03,2,MANTENER
3,1.0,1.52,2,MANTENER
3,1.0,1.35,1,MANTENER
2,1.0,1.16,1,MANTENER
2,1.0,1.03,5,SUBIR
1,0.5,2.79,-2,BAJAR
3,1.0,0.9,-1,MANTENER
2,1.0,1.05,1,MANTENER
3,1.0,1.13,0,MANTENER
2,1.0,1.53,5,SUBIR
4,1.0,1.05,0,MANTENER
3,1.0,1.35,2,MANTENER
1,0.0,2.12,-3,BAJAR
1,0.0,1.96,-3,BAJAR
4,1.0,1.43,-3,MANTENER
3,0.75,2.53,3,MANTENER
4,1.0,1.11,-2,MANTENER
1,1.0,1.01,-2,MANTENER
4,0.8,3.4,-3,BAJAR
2,0.0,1.89,1,BAJAR
1,1.0,1.92,1,MANTENER
3,1.0,1.08,1,MANTENER
5,0.83,2.5,0,MANTENER
2,1.0,1.56,5,SUBIR
2,1.0,1.47,1,MANTENER
4,1.0,2.0,3,MANTENER
4,0.8,2.14,-3,BAJAR
5,1.0,1.15,5,SUBIR
5,0.67,2.12,5,MANTENER
5,1.0,1.49,3,MANTENER
4,1.0,0.9,2,MANTENER
5,1.0,0.99,-2,MANTENER
1,1.0,1.25,-1,MANTENER
3,1.0,1.38,3,MANTENER
3,1.0,2.3,2,MANTENER
4,1.0,1.45,0,MANTENER
1,1.0,1.52,5,SUBIR
1,1.0,1.55,5,SUBIR
2,1.0,1.43,4,SUBIR
5,0.67,2.41,0,MANTENER
1,0.0,3.41,-3,BAJAR
4,1.0,1.51,-3,MANTENER
1,1.0,1.38,-1,MANTENER
2,1.0,1.44,1,MANTENER
1,1.0,1.12,0,MANTENER
4,0.8,2.49,3,MANTENER
5,1.0,1.51,0,MANTENER
2,1.0,1.15,4,SUBIR
5,1.0,1.59,1,MANTENER
3,0.75,2.46,-2,BAJAR
4,0.6,3.52,-2,BAJAR
2,1.0,0.9,3,SUBIR
5,0.83,1.51,1,MANTENER
5,0.83,2.78,-2,BAJAR
5,1.0,1.43,5,MANTENER
3,0.5,2.25,1,BAJAR
4,0.6,2.48,-3,BAJAR
1,0.5,2.68,3,BAJAR
1,0.0,2.04,-1,BAJAR
3,1.0,0.89,5,SUBIR
4,0.6,1.63,1,MANTENER
1,1.0,1.05,4,SUBIR
4,0.8,1.79,-2,BAJAR
2,1.0,1.35,5,SUBIR
2,0.33,2.63,5,BAJAR
1,1.0,1.03,1,MANTENER
2,0.67,2.43,-1,BAJAR
2,0.67,3.2,-2,BAJAR
4,0.8,2.86,4,MANTENER
5,1.0,2.07,5,MANTENER
3,0.5,2.88,1,BAJAR
1,0.5,2.37,4,BAJAR
5,0.83,3.49,2,MANTENER
5,1.0,1.44,-1,MANTENER
3,1.0,1.01,5,SUBIR
4,1.0,1.41,1,MANTENER
1,1.0,1.17,-3,MANTENER
2,0.67,2.07,3,MANTENER
2,1.0,0.87,4,SUBIR
1,1.0,1.36,-2,MANTENER
1,1.0,1.54,-1,MANTENER
5,0.83,1.33,4,MANTENER
2,0.0,1.79,0,BAJAR
2,1.0,1.34,3,SUBIR
3,1.0,1.57,-3,MANTENER
2,1.0,1.57,4,SUBIR
2,1.0,0.99,4,SUBIR
1,1.0,1.55,1,MANTENER
5,1.0,0.95,2,MANTENER
4,1.0,0.99,-3,MANTENER
1,1.0,0.97,4,SUBIR
1,0.0,2.34,1,BAJAR
1,1.0,1.29,3,SUBIR
3,1.0,1.08,-2,MANTENER
5,1.0,1.46,2,MANTENER
1,1.0,0.82,-3,MANTENER
4,1.0,1.35,1,MANTENER
3,0.75,2.53,3,MANTENER
2,1.0,1.51,0,MANTENER
4,1.0,1.35,-3,MANTENER
4,1.0,1.24,3,MANTENER
4,0.8,2.66,-3,BAJAR
1,0.5,2.37,3,BAJAR
2,1.0,0.83,-1,MANTENER
2,0.33,1.25,2,BAJAR
1,1.0,0.92,5,SUBIR
5,1.0,1.37,5,MANTENER
5,1.0,1.47,-2,MANTENER
3,1.0,1.03,4,SUBIR
2,1.0,1.01,3,SUBIR
4,0.8,2.52,3,MANTENER
4,0.6,2.57,2,MANTENER
1,0.5,1.85,0,BAJAR
4,0.8,1.94,2,MANTENER
2,0.67,2.16,1,MANTENER
3,1.0,1.37,-3,MANTENER
1,0.5,2.3,4,BAJAR
2,1.0,1.14,5,SUBIR
3,1.0,1.26,-3,MANTENER
4,0.8,2.22,5,MANTENER
2,1.0,1.23,-1,MANTENER
5,0.83,1.46,1,MANTENER
5,0.83,2.8,1,MANTENER
3,1.0,1.53,1,MANTENER
4,0.6,2.55,5,MANTENER
1,1.0,1.53,4,SUBIR
3,1.0,1.36,4,SUBIR
4,1.0,0.85,0,MANTENER
5,1.0,0.91,-1,MANTENER
2,1.0,0.94,3,SUBIR
4,1.0,1.3,3,MANTENER
1,1.0,1.22,-2,MANTENER
1,1.0,1.49,-1,MANTENER
5,0.0,2.77,0,BAJAR
5,0.83,2.63,-1,BAJAR
5,1.0,1.18,-3,MANTENER
1,0.5,2.25,3,BAJAR
5,0.83,1.96,5,MANTENER
5,0.83,1.96,-1,BAJAR
1,1.0,0.83,-3,MANTENER
3,1.0,2.06,3,MANTENER
5,0.83,1.85,5,MANTENER
4,1.0,0.95,0,MANTENER
3,1.0,1.31,0,MANTENER
4,0.8,3.37,-1,BAJAR
1,1.0,0.81,-3,MANTENER
3,0.25,3.19,0,BAJAR
5,1.0,1.31,-2,MANTENER
5,1.0,1.55,5,MANTENER
3,1.0,1.05,5,SUBIR
3,0.0,2.71,4,BAJAR
3,1.0,0.91,4,SUBIR
4,1.0,1.17,1,MANTENER
3,0.5,2.03,1,BAJAR
4,1.0,1.22,3,MANTENER
2,0.0,2.43,-2,BAJAR
2,0.33,2.83,5,BAJAR
5,1.0,1.55,1,MANTENER
4,1.0,1.02,0,MANTENER
1,0.5,2.34,3,BAJAR
1,1.0,1.22,1,MANTENER
5,1.0,1.17,-2,MANTENER
1,1.0,1.11,-2,MANTENER
4,1.0,1.55,3,MANTENER
5,1.0,1.03,-2,MANTENER
1,1.0,1.02,5,SUBIR
4,0.8,2.77,1,MANTENER
1,0.5,2.8,2,BAJAR
5,1.0,1.54,-1,MANTENER
1,1.0,1.19,4,SUBIR
1,1.0,0.99,-2,MANTENER
1,1.0,1.05,2,SUBIR
5,1.0,1.42,-3,MANTENER
5,0.83,2.24,4,MANTENER
3,1.0,1.57,3,MANTENER
3,0.25,1.28,4,BAJAR
5,0.83,2.82,-3,BAJAR
5,1.0,1.5,4,MANTENER
4,0.8,3.23,3,MANTENER
4,0.8,2.15,-2,BAJAR
4,1.0,1.37,1,MANTENER
2,1.0,1.27,4,SUBIR
3,1.0,1.45,4,SUBIR
5,0.83,2.87,0,MANTENER
1,1.0,1.38,0,MANTENER
5,1.0,0.9,3,MANTENER
2,1.0,0.88,4,SUBIR
1,1.0,1.06,4,SUBIR
1,1.0,1.23,1,MANTENER
5,0.83,2.13,5,MANTENER
5,0.83,2.03,0,MANTENER
1,1.0,1.35,-2,MANTENER
3,0.75,1.91,-1,BAJAR
4,1.0,1.3,1,MANTENER
3,0.25,2.11,-2,BAJAR
5,1.0,1.49,3,MANTENER
5,1.0,1.49,-3,MANTENER
3,0.75,2.5,-2,BAJAR
5,1.0,1.58,5,MANTENER
5,1.0,1.36,4,MANTENER
1,1.0,0.95,3,SUBIR
1,1.0,1.27,-2,MANTENER
3,1.0,1.38,-2,MANTENER
4,0.8,2.28,5,MANTENER
4,0.6,2.15,2,MANTENER
5,1.0,1.44,1,MANTENER
1,1.0,0.88,1,MANTENER
2,1.0,0.93,0,MANTENER
2,0.67,2.33,3,MANTENER
4,1.0,0.91,5,SUBIR
5,1.0,1.37,0,MANTENER
3,1.0,0.94,1,MANTENER
1,1.0,1.34,-2,MANTENER
4,0.8,1.87,-1,BAJAR
3,0.75,1.36,-1,BAJAR
3,0.75,2.71,1,MANTENER
5,0.83,2.49,2,MANTENER
3,1.0,0.98,-3,MANTENER
1,0.5,2.07,4,BAJAR
5,1.0,1.2,1,MANTENER
1,1.0,2.36,0,MANTENER
1,1.0,1.58,2,SUBIR
3,1.0,0.9,-2,MANTENER
5,1.0,2.2,-2,MANTENER
4,1.0,1.39,4,SUBIR
4,1.0,0.85,-2,MANTENER
5,0.83,1.98,1,MANTENER
2,1.0,1.16,2,MANTENER
2,1.0,1.4,-3,MANTENER
1,1.0,1.46,-3,MANTENER
1,0.5,1.83,2,BAJAR
3,0.75,1.93,2,MANTENER
3,0.75,1.52,-2,BAJAR
2,0.33,3.69,4,BAJAR
5,1.0,1.4,4,MANTENER
1,1.0,1.29,5,SUBIR
2,0.67,2.63,-2,BAJAR
4,1.0,0.98,4,SUBIR
2,1.0,1.58,-1,MANTENER
4,0.8,1.62,-1,BAJAR
2,1.0,0.84,1,MANTENER
3,0.75,1.85,-3,BAJAR
4,0.8,2.68,4,MANTENER
5,0.0,2.25,2,BAJAR
5,1.0,1.51,4,MANTENER
2,1.0,1.3,3,SUBIR
1,1.0,1.39,0,MANTENER
2,0.67,2.32,-3,BAJAR
2,0.67,2.55,2,MANTENER
5,1.0,1.54,-3,MANTENER
4,0.8,2.0,3,MANTENER
1,0.5,2.72,-1,BAJAR
1,0.5,3.25,4,BAJAR
4,1.0,1.11,2,MANTENER
4,1.0,1.54,0,MANTENER
3,0.75,2.23,-2,BAJAR
5,0.83,1.81,2,MANTENER
2,1.0,1.07,-2,MANTENER
1,1.0,1.56,0,MANTENER
1,1.0,1.11,1,MANTENER
4,0.8,2.7,3,MANTENER
4,0.8,1.42,2,MANTENER
4,0.6,1.95,2,MANTENER
3,1.0,1.37,4,SUBIR
3,0.75,2.74,3,MANTENER
4,1.0,1.59,2,MANTENER
1,0.5,2.3,-3,BAJAR
1,1.0,1.42,-3,MANTENER
1,1.0,1.44,-3,MANTENER
1,1.0,0.99,-2,MANTENER
2,1.0,0.93,4,SUBIR
5,0.5,2.49,-1,BAJAR
1,1.0,1.48,-2,MANTENER
2,0.33,2.0,2,BAJAR
4,1.0,0.96,2,MANTENER
1,1.0,0.93,5,SUBIR
4,1.0,2.22,5,MANTENER
4,0.8,2.01,5,MANTENER
4,1.0,1.18,1,MANTENER
5,0.67,2.08,-1,BAJAR
5,1.0,1.35,5,MANTENER
1,1.0,1.22,0,MANTENER
4,1.0,1.2,0,MANTENER
4,1.0,0.97,4,SUBIR
5,1.0,2.36,0,MANTENER
1,0.5,2.82,1,BAJAR
2,0.67,1.88,-3,BAJAR
5,1.0,1.12,-2,MANTENER
4,0.8,2.5,-2,BAJAR
5,1.0,1.1,3,MANTENER
3,0.75,2.12,-3,BAJAR
3,0.75,1.61,-2,BAJAR
5,1.0,1.3,4,MANTENER
2,1.0,1.59,-1,MANTENER
1,0.0,2.16,2,BAJAR
5,0.83,2.24,-2,BAJAR
3,1.0,0.98,0,MANTENER
4,1.0,1.84,-1,MANTENER
5,0.0,2.26,-1,BAJAR
1,1.0,0.82,4,SUBIR
4,0.8,1.41,3,MANTENER
3,1.0,0.92,-3,MANTENER
4,0.8,1.47,4,MANTENER
4,1.0,1.11,5,SUBIR
4,1.0,1.56,3,MANTENER
5,1.0,1.03,5,SUBIR
5,1.0,0.81,3,MANTENER
4,0.8,1.97,-1,BAJAR
4,1.0,0.82,5,SUBIR
1,1.0,1.19,-2,MANTENER
3,1.0,1.09,2,MANTENER
3,1.0,0.9,-2,MANTENER
5,0.67,3.6,0,MANTENER
1,1.0,1.27,-3,MANTENER
3,1.0,1.43,0,MANTENER
2,1.0,1.48,-3,MANTENER
3,1.0,1.35,-3,MANTENER
5,1.0,2.38,-2,MANTENER
3,1.0,1.07,1,MANTENER
4,1.0,0.86,4,SUBIR
2,1.0,1.6,-3,MANTENER
2,0.33,2.85,0,BAJAR
2,1.0,1.48,5,SUBIR
4,0.0,1.93,-3,BAJAR
2,1.0,2.17,4,MANTENER
1,1.0,1.02,1,MANTENER
5,1.0,1.34,4,MANTENER
5,0.83,2.74,5,MANTENER
1,1.0,0.93,0,MANTENER
4,0.8,2.57,5,MANTENER
1,1.0,1.25,1,MANTENER
4,1.0,0.87,-2,MANTENER
2,0.67,2.06,-2,BAJAR
4,0.8,1.67,2,MANTENER
1,0.5,1.81,-1,BAJAR
4,0.8,2.54,-3,BAJAR
1,0.0,3.03,3,BAJAR
4,0.8,2.41,0,MANTENER
5,1.0,1.4,1,MANTENER
2,1.0,1.83,-2,MANTENER
4,1.0,1.59,0,MANTENER
5,1.0,1.44,0,MANTENER
3,0.5,1.68,1,BAJAR
1,1.0,1.39,5,SUBIR
2,1.0,1.44,4,SUBIR
2,1.0,1.49,4,SUBIR
3,1.0,1.4,-1,MANTENER
4,1.0,0.91,2,MANTENER
1,1.0,1.01,3,SUBIR
5,1.0,1.19,-3,MANTENER
5,1.0,1.53,-2,MANTENER
1,1.0,1.37,4,SUBIR
1,0.5,2.24,-1,BAJAR
5,1.0,2.34,5,MANTENER
3,1.0,1.47,-3,MANTENER
3,1.0,2.03,2,MANTENER
2,0.67,2.52,2,MANTENER
2,1.0,1.58,-1,MANTENER
3,0.25,2.0,2,BAJAR
1,1.0,2.57,-2,MANTENER
1,0.0,1.96,2,BAJAR
4,1.0,0.96,-1,MANTENER
1,0.5,3.82,1,BAJAR
1,1.0,1.4,5,SUBIR
2,1.0,0.88,4,SUBIR
5,0.5,2.79,-3,BAJAR
2,1.0,1.98,5,MANTENER
3,0.75,1.51,0,MANTENER
1,1.0,1.08,4,SUBIR
3,1.0,0.99,4,SUBIR
2,1.0,1.57,2,MANTENER
2,1.0,1.25,5,SUBIR
1,0.5,2.73,3,BAJAR
5,0.83,1.6,2,MANTENER
5,0.83,1.98,1,MANTENER
2,1.0,1.47,-1,MANTENER
5,1.0,1.44,-2,MANTENER
5,1.0,1.43,-3,MANTENER
3,1.0,1.41,3,MANTENER
2,0.67,2.9,1,MANTENER
5,1.0,1.53,-1,MANTENER
3,0.5,1.87,-3,BAJAR
5,1.0,1.6,0,MANTENER
1,1.0,1.48,5,SUBIR
3,0.5,3.05,-2,BAJAR
1,0.5,3.47,1,BAJAR
2,1.0,1.05,-3,MANTENER
4,0.8,2.42,4,MANTENER
1,1.0,1.33,3,SUBIR
2,1.0,1.15,3,SUBIR
1,1.0,0.83,3,SUBIR
2,1.0,0.96,2,MANTENER
2,0.67,2.22,3,MANTENER
5,0.83,2.04,-1,BAJAR
3,1.0,1.55,-3,MANTENER
5,1.0,1.13,0,MANTENER
5,1.0,1.44,-3,MANTENER
3,1.0,1.24,4,SUBIR
2,0.0,2.43,-3,BAJAR
2,0.67,2.93,0,MANTENER
4,1.0,1.21,2,MANTENER
5,0.67,3.16,2,MANTENER
3,1.0,1.03,0,MANTENER
4,1.0,1.01,-1,MANTENER
1,0.5,1.93,3,BAJAR
1,1.0,1.57,-3,MANTENER
3,1.0,1.58,2,MANTENER
4,1.0,1.47,2,MANTENER
5,1.0,1.1,5,SUBIR
5,1.0,0.92,2,MANTENER
5,0.83,2.37,3,MANTENER
2,1.0,1.48,-2,MANTENER
3,1.0,1.89,-3,MANTENER
3,0.5,2.47,2,BAJAR
5,1.0,1.34,1,MANTENER
1,1.0,1.27,1,MANTENER
5,0.83,2.2,-3,BAJAR
1,0.0,2.08,3,BAJAR
2,0.67,2.31,1,MANTENER
3,0.75,2.61,4,MANTENER
1,0.0,1.26,-3,BAJAR
2,1.0,0.91,4,SUBIR
3,1.0,1.35,4,SUBIR
5,1.0,0.84,4,SUBIR
1,0.0,1.53,-1,BAJAR
2,1.0,1.02,4,SUBIR
2,1.0,0.9,3,SUBIR
4,0.6,1.89,2,MANTENER
2,0.67,1.62,3,MANTENER
5,0.67,2.41,3,MANTENER
5,1.0,1.2,2,MANTENER
5,1.0,1.34,-3,MANTENER
5,0.67,2.45,1,MANTENER
3,1.0,1.39,-1,MANTENER
1,0.5,2.36,2,BAJAR
3,1.0,1.1,1,MANTENER
1,1.0,1.36,2,SUBIR
2,1.0,1.05,-2,MANTENER
4,1.0,1.38,-2,MANTENER
5,0.33,2.72,5,BAJAR
2,0.67,2.24,2,MANTENER
5,0.83,2.69,-1,BAJAR
5,0.83,1.91,3,MANTENER
5,1.0,0.88,3,MANTENER
3,1.0,1.05,-2,MANTENER
3,0.75,2.11,-1,BAJAR
4,0.8,2.16,4,MANTENER
2,1.0,1.47,-3,MANTENER
3,1.0,0.87,-2,MANTENER
2,1.0,0.89,3,SUBIR
4,0.6,2.34,5,MANTENER
2,1.0,0.85,-3,MANTENER
5,1.0,1.03,-1,MANTENER
5,1.0,0.87,2,MANTENER
5,1.0,2.39,-1,MANTENER
3,0.75,2.32,3,MANTENER
1,1.0,1.92,3,MANTENER
4,0.6,1.92,5,MANTENER
1,1.0,1.4,5,SUBIR
2,0.67,3.45,3,MANTENER
5,1.0,0.81,0,MANTENER
3,1.0,0.85,1,MANTENER
4,0.0,2.48,1,BAJAR
4,1.0,1.02,2,MANTENER
2,1.0,1.13,-2,MANTENER
3,1.0,0.8,0,MANTENER
5,0.83,2.88,2,MANTENER
2,1.0,0.87,-2,MANTENER
1,1.0,1.4,3,SUBIR
1,1.0,2.52,5,MANTENER
1,1.0,0.89,0,MANTENER
1,0.0,2.37,1,BAJAR
4,1.0,1.56,4,MANTENER
3,0.5,2.4,5,BAJAR
5,1.0,1.47,4,MANTENER
1,0.0,2.24,3,BAJAR
3,1.0,1.39,-1,MANTENER
2,0.67,1.91,5,MANTENER
5,0.83,2.59,2,MANTENER
3,1.0,1.51,3,MANTENER
4,0.8,2.46,0,MANTENER
4,0.6,2.1,5,MANTENER
2,0.67,2.02,4,MANTENER
4,1.0,1.13,4,SUBIR
5,0.83,2.11,-2,BAJAR
1,0.5,2.67,1,BAJAR
5,1.0,1.06,3,MANTENER
5,1.0,0.87,0,MANTENER
1,1.0,0.96,5,SUBIR
1,1.0,0.89,1,MANTENER
2,0.0,2.02,3,BAJAR
1,1.0,2.1,2,MANTENER
3,1.0,0.89,1,MANTENER
5,1.0,1.16,0,MANTENER
4,1.0,2.56,4,MANTENER
3,0.75,1.47,1,MANTENER
3,1.0,0.97,3,MANTENER
1,1.0,2.32,5,MANTENER
4,0.0,3.24,2,BAJAR
1,0.5,1.51,2,BAJAR
1,1.0,0.85,4,SUBIR
5,0.83,1.67,-1,BAJAR
2,1.0,1.52,0,MANTENER
4,1.0,1.37,4,SUBIR
3,1.0,1.35,-2,MANTENER
1,0.5,2.3,1,BAJAR
2,1.0,1.54,4,SUBIR
3,1.0,2.07,5,MANTENER
2,1.0,1.02,4,SUBIR
1,1.0,0.88,0,MANTENER
2,1.0,1.19,1,MANTENER
2,0.33,2.93,-3,BAJAR
4,1.0,1.52,5,MANTENER
3,1.0,1.31,4,SUBIR
2,1.0,1.07,3,SUBIR
5,1.0,0.93,3,MANTENER
3,1.0,1.34,4,SUBIR
2,1.0,0.87,-1,MANTENER
2,1.0,1.26,-1,MANTENER
5,1.0,1.02,-3,MANTENER
3,1.0,1.47,4,SUBIR
3,1.0,1.07,-1,MANTENER
4,1.0,1.44,2,MANTENER
1,1.0,1.39,-1,MANTENER
2,1.0,2.08,3,MANTENER
5,1.0,0.9,-2,MANTENER
1,0.5,2.81,5,BAJAR
4,1.0,1.22,-1,MANTENER
4,1.0,1.49,2,MANTENER
4,0.0,2.19,2,BAJAR
3,0.75,2.79,-3,BAJAR
3,1.0,1.13,3,MANTENER
1,1.0,0.92,-3,MANTENER
5,1.0,1.57,-1,MANTENER
3,0.75,1.95,-1,BAJAR
4,1.0,0.86,3,MANTENER
5,0.67,2.02,-2,BAJAR
3,0.5,2.18,4,BAJAR
5,0.83,3.6,-1,BAJAR
1,1.0,1.32,3,SUBIR
1,0.5,2.12,-2,BAJAR
3,1.0,1.54,1,MANTENER
2,1.0,0.9,2,MANTENER
1,0.5,2.18,-2,BAJAR
2,0.67,2.96,-2,BAJAR
2,1.0,1.33,5,SUBIR
4,1.0,1.29,-2,MANTENER
3,1.0,1.52,3,MANTENER
2,0.0,2.43,2,BAJAR
3,0.75,2.09,-2,BAJAR
2,1.0,1.0,1,MANTENER
1,0.5,2.3,3,BAJAR
1,1.0,0.88,2,SUBIR
1,1.0,0.94,-3,MANTENER
2,0.67,1.92,-1,BAJAR
4,1.0,1.15,-3,MANTENER
3,0.5,2.82,0,BAJAR
4,0.8,2.76,4,MANTENER
2,1.0,1.07,4,SUBIR
3,0.75,2.84,-3,BAJAR
3,0.75,2.18,0,MANTENER
1,1.0,1.15,-3,MANTENER
2,0.33,2.07,2,BAJAR
3,1.0,0.88,-3,MANTENER
1,1.0,0.91,-3,MANTENER
3,1.0,1.25,-2,MANTENER
3,1.0,1.28,-3,MANTENER
2,0.33,2.11,3,BAJAR
1,1.0,0.9,0,MANTENER
5,0.83,2.12,5,MANTENER
2,1.0,0.89,-3,MANTENER
5,1.0,1.04,4,SUBIR
1,1.0,1.0,-3,MANTENER
5,0.83,2.73,-2,BAJAR
2,1.0,1.07,4,SUBIR
3,0.75,2.29,3,MANTENER
5,1.0,0.91,-1,MANTENER
3,1.0,2.15,-2,MANTENER
2,0.67,2.02,-2,BAJAR
3,1.0,2.04,-1,MANTENER
3,1.0,1.27,2,MANTENER
1,1.0,1.13,1,MANTENER
2,1.0,1.53,4,SUBIR
4,1.0,1.21,5,SUBIR
3,0.5,2.12,-3,BAJAR
1,1.0,2.18,1,MANTENER
2,0.67,2.55,4,MANTENER
4,0.4,1.72,2,BAJAR
5,0.67,2.56,-3,BAJAR
4,1.0,1.29,0,MANTENER
5,0.83,1.71,3,MANTENER
5,1.0,1.35,-2,MANTENER
1,1.0,1.15,5,SUBIR
4,1.0,2.58,1,MANTENER
2,0.0,2.53,2,BAJAR
5,1.0,1.43,3,MANTENER
1,1.0,1.45,4,SUBIR
5,0.33,2.73,-1,BAJAR
2,1.0,0.88,2,MANTENER
1,1.0,1.59,5,SUBIR
4,0.0,1.8,3,BAJAR
1,1.0,1.07,-2,MANTENER
3,0.0,1.69,1,BAJAR
4,1.0,1.16,4,SUBIR
2,1.0,0.8,0,MANTENER
3,0.5,1.7,3,BAJAR
2,0.67,1.84,2,MANTENER
3,0.75,2.4,4,MANTENER
2,1.0,2.5,0,MANTENER
1,1.0,1.25,4,SUBIR
1,0.0,1.57,4,BAJAR
5,1.0,1.56,5,MANTENER
2,1.0,2.42,0,MANTENER
2,0.67,2.1,4,MANTENER
5,0.83,2.96,-3,BAJAR
4,1.0,1.52,3,MANTENER
3,1.0,1.39,3,MANTENER
2,1.0,1.13,5,SUBIR
1,1.0,1.08,-3,MANTENER
2,0.33,1.94,-1,BAJAR
4,1.0,1.4,1,MANTENER
5,1.0,1.16,-3,MANTENER
3,1.0,0.82,4,SUBIR
1,1.0,1.15,-1,MANTENER
2,1.0,2.58,-1,MANTENER
3,1.0,1.33,0,MANTENER
1,1.0,1.48,2,SUBIR
1,0.5,1.41,5,BAJAR
2,1.0,1.16,4,SUBIR
1,0.5,2.41,1,BAJAR
1,1.0,0.81,4,SUBIR
2,1.0,1.83,2,MANTENER
2,1.0,1.05,-1,MANTENER
3,1.0,1.17,5,SUBIR
4,0.8,1.47,4,MANTENER
4,0.8,2.04,0,MANTENER
5,1.0,1.09,-3,MANTENER
5,0.67,1.87,5,MANTENER
2,1.0,1.37,3,SUBIR
5,1.0,1.49,2,MANTENER
2,0.67,2.2,0,MANTENER
2,1.0,0.89,-1,MANTENER
2,0.33,2.13,3,BAJAR
5,1.0,1.26,2,MANTENER
2,0.67,2.12,-2,BAJAR
1,0.0,2.28,-1,BAJAR
2,1.0,0.85,1,MANTENER
4,1.0,1.1,4,SUBIR
2,1.0,1.01,-3,MANTENER
3,1.0,1.35,4,SUBIR
5,1.0,1.38,2,MANTENER
5,0.83,3.74,-3,BAJAR
2,0.33,1.95,-1,BAJAR
3,1.0,1.34,-1,MANTENER
1,0.5,3.88,-1,BAJAR
1,1.0,1.11,-2,MANTENER
1,1.0,1.11,2,SUBIR
2,1.0,1.49,1,MANTENER
3,1.0,1.45,-3,MANTENER
4,1.0,0.95,5,SUBIR
4,1.0,1.99,0,MANTENER
4,0.6,1.48,-3,BAJAR
4,1.0,1.24,-3,MANTENER
2,0.67,2.17,5,MANTENER
2,1.0,0.83,5,SUBIR
3,1.0,1.1,3,MANTENER
1,0.0,2.07,-1,BAJAR
3,1.0,0.81,3,MANTENER
3,0.5,2.21,-2,BAJAR
4,1.0,1.49,3,MANTENER
5,1.0,1.2,4,SUBIR
3,1.0,1.22,-1,MANTENER
3,1.0,1.85,4,MANTENER
4,0.2,1.48,5,BAJAR
4,1.0,1.51,4,MANTENER
5,0.83,2.68,5,MANTENER
5,0.67,2.55,2,MANTENER
5,0.83,2.11,0,MANTENER
4,1.0,1.2,0,MANTENER
5,1.0,1.21,1,MANTENER
3,1.0,1.33,1,MANTENER
1,0.5,1.65,-1,BAJAR
2,1.0,1.42,4,SUBIR
1,1.0,1.56,5,SUBIR
2,1.0,1.49,0,MANTENER
4,1.0,1.24,4,SUBIR
4,1.0,0.91,4,SUBIR
1,0.5,3.01,1,BAJAR
3,0.75,2.58,2,MANTENER
5,0.83,1.97,3,MANTENER
3,0.75,1.68,0,MANTENER
4,1.0,1.55,-2,MANTENER
4,0.6,2.46,3,MANTENER
2,1.0,0.94,5,SUBIR
5,1.0,1.25,-3,MANTENER
3,0.75,2.39,3,MANTENER
2,1.0,0.86,1,MANTENER
2,0.67,1.97,4,MANTENER
5,0.83,2.37,-3,BAJAR
4,1.0,2.26,1,MANTENER
3,1.0,0.89,-3,MANTENER
3,1.0,1.36,4,SUBIR
4,1.0,1.39,-3,MANTENER
4,1.0,1.58,3,MANTENER
3,1.0,2.03,-2,MANTENER
5,0.83,2.23,-2,BAJAR
4,0.8,1.45,5,MANTENER
2,0.67,1.87,2,MANTENER
3,1.0,0.94,-3,MANTENER
3,0.75,1.63,5,MANTENER
2,0.67,2.47,4,MANTENER
5,0.67,2.39,-2,BAJAR
5,0.83,2.0,-2,BAJAR
5,1.0,2.09,0,MANTENER
5,1.0,0.96,-2,MANTENER
3,0.75,2.92,2,MANTENER
1,1.0,1.08,-1,MANTENER
5,1.0,1.59,2,MANTENER
4,1.0,0.86,4,SUBIR
4,1.0,0.82,0,MANTENER
3,0.25,3.45,3,BAJAR
3,0.5,2.02,0,BAJAR
5,1.0,1.29,-3,MANTENER
3,1.0,1.11,-2,MANTENER
3,1.0,1.44,0,MANTENER
4,0.6,2.1,0,MANTENER
2,1.0,1.51,1,MANTENER
4,0.6,2.11,-3,BAJAR
5,1.0,1.51,3,MANTENER
3,1.0,1.49,2,MANTENER
4,1.0,1.53,2,MANTENER
1,1.0,1.52,2,SUBIR
1,0.0,2.88,-2,BAJAR
5,1.0,1.31,3,MANTENER
4,1.0,1.33,2,MANTENER
1,0.5,2.64,1,BAJAR
3,0.75,2.4,-3,BAJAR
3,0.75,2.88,-2,BAJAR
5,0.83,1.55,3,MANTENER
2,0.0,2.41,1,BAJAR
3,1.0,0.83,-1,MANTENER
2,0.67,2.27,1,MANTENER
4,0.6,2.12,2,MANTENER
2,1.0,1.03,0,MANTENER
5,0.83,1.5,3,MANTENER
1,1.0,2.16,-3,MANTENER
4,0.8,2.53,0,MANTENER
3,0.75,1.52,0,MANTENER
4,1.0,1.37,1,MANTENER
3,1.0,1.29,0,MANTENER
5,1.0,1.09,-2,MANTENER
1,1.0,1.0,-2,MANTENER
4,1.0,1.39,4,SUBIR
2,0.0,1.85,2,BAJAR
1,1.0,1.12,1,MANTENER
3,1.0,0.85,1,MANTENER
2,1.0,1.37,5,SUBIR
2,0.33,2.8,4,BAJAR
1,0.5,1.91,-3,BAJAR
5,1.0,0.96,3,MANTENER
