Nivel,Largo_Patron,Aciertos,Errores,Accuracy,Tiempo_por_Acierto,Racha,Accion
5,5,5,0,1.0,1.98,1,MANTENER
4,5,4,1,0.8,3.38,0,MANTENER
2,3,2,1,0.67,4.18,-1,MANTENER
2,3,2,1,0.67,3.14,-2,MANTENER
1,2,1,1,0.5,4.51,-3,BAJAR
5,5,4,1,0.8,3.05,-4,MANTENER
2,3,2,1,0.67,4.77,-5,MANTENER
3,4,3,1,0.75,3.9,-5,MANTENER
5,5,5,0,1.0,1.7,-4,MANTENER
2,3,2,1,0.67,3.95,-5,MANTENER
1,2,2,0,1.0,1.61,-4,MANTENER
4,5,5,0,1.0,1.56,-3,MANTENER
5,5,3,2,0.6,5.24,-4,MANTENER
5,5,4,1,0.8,4.22,-5,MANTENER
2,3,3,0,1.0,1.37,-4,MANTENER
3,4,4,0,1.0,1.53,-3,MANTENER
5,5,5,0,1.0,1.61,-2,MANTENER
1,2,2,0,1.0,1.96,-1,MANTENER
3,4,3,1,0.75,4.31,-2,MANTENER
2,3,2,1,0.67,3.38,-3,MANTENER
5,5,5,0,1.0,1.52,-2,MANTENER
5,5,4,1,0.8,4.31,-3,MANTENER
3,4,4,0,1.0,1.23,-2,MANTENER
4,5,5,0,1.0,1.24,-1,MANTENER
5,5,5,0,1.0,1.38,0,MANTENER
1,2,2,0,1.0,1.77,1,MANTENER
1,2,2,0,1.0,1.38,2,SUBIR
5,5,3,2,0.6,3.22,1,MANTENER
4,5,4,1,0.8,2.54,0,MANTENER
1,2,1,1,0.5,5.34,-1,MANTENER
5,5,5,0,1.0,1.1,0,MANTENER
1,2,2,0,1.0,1.73,1,MANTENER
3,4,4,0,1.0,1.39,2,SUBIR
3,4,3,1,0.75,4.09,1,MANTENER
2,3,2,1,0.67,4.36,0,MANTENER
3,4,3,1,0.75,3.02,-1,MANTENER
2,3,2,1,0.67,2.97,-2,MANTENER
3,4,4,0,1.0,1.27,-1,MANTENER
1,2,1,1,0.5,4.72,-2,BAJAR
5,5,4,1,0.8,4.23,-3,MANTENER
4,5,4,1,0.8,3.02,-4,MANTENER
1,2,1,1,0.5,3.68,-5,BAJAR
1,2,1,1,0.5,6.84,-5,BAJAR
5,5,4,1,0.8,2.89,-5,MANTENER
1,2,1,1,0.5,6.02,-5,BAJAR
1,2,1,1,0.5,6.7,-5,BAJAR
3,4,4,0,1.0,1.38,-4,MANTENER
4,5,4,1,0.8,3.97,-5,MANTENER
4,5,5,0,1.0,1.23,-4,MANTENER
1,2,1,1,0.5,6.51,-5,BAJAR
5,5,4,1,0.8,3.47,-5,MANTENER
2,3,2,1,0.67,3.83,-5,MANTENER
1,2,1,1,0.5,6.55,-5,BAJAR
3,4,3,1,0.75,2.59,-5,MANTENER
2,3,3,0,1.0,1.35,-4,MANTENER
5,5,5,0,1.0,1.74,-3,MANTENER
2,3,2,1,0.67,4.85,-4,MANTENER
2,3,2,1,0.67,3.48,-5,MANTENER
1,2,2,0,1.0,1.51,-4,MANTENER
3,4,3,1,0.75,3.05,-5,MANTENER
3,4,4,0,1.0,1.79,-4,MANTENER
2,3,3,0,1.0,1.31,-3,MANTENER
2,3,2,1,0.67,4.4,-4,MANTENER
5,5,4,1,0.8,3.79,-5,MANTENER
3,4,2,2,0.5,5.95,-5,BAJAR
5,5,4,1,0.8,2.97,-5,MANTENER
3,4,4,0,1.0,1.15,-4,MANTENER
1,2,2,0,1.0,1.7,-3,MANTENER
5,5,4,1,0.8,3.81,-4,MANTENER
5,5,4,1,0.8,3.89,-5,MANTENER
2,3,3,0,1.0,1.15,-4,MANTENER
2,3,2,1,0.67,4.05,-5,MANTENER
3,4,2,2,0.5,6.32,-5,BAJAR
3,4,2,2,0.5,6.48,-5,BAJAR
2,3,2,1,0.67,4.21,-5,MANTENER
2,3,3,0,1.0,1.64,-4,MANTENER
5,5,5,0,1.0,1.98,-3,MANTENER
4,5,5,0,1.0,1.56,-2,MANTENER
1,2,2,0,1.0,1.86,-1,MANTENER
1,2,2,0,1.0,1.59,0,MANTENER
5,5,4,1,0.8,4.31,-1,MANTENER
4,5,4,1,0.8,4.12,-2,MANTENER
2,3,3,0,1.0,1.14,-1,MANTENER
3,4,2,2,0.5,6.84,-2,BAJAR
4,5,4,1,0.8,2.77,-3,MANTENER
5,5,5,0,1.0,1.2,-2,MANTENER
3,4,4,0,1.0,1.78,-1,MANTENER
2,3,2,1,0.67,3.36,-2,MANTENER
2,3,2,1,0.67,4.33,-3,MANTENER
3,4,4,0,1.0,1.41,-2,MANTENER
5,5,5,0,1.0,1.5,-1,MANTENER
2,3,3,0,1.0,1.83,0,MANTENER
5,5,4,1,0.8,2.9,-1,MANTENER
3,4,4,0,1.0,1.34,0,MANTENER
1,2,2,0,1.0,1.83,1,MANTENER
2,3,3,0,1.0,1.42,2,SUBIR
4,5,5,0,1.0,1.96,3,SUBIR
1,2,1,1,0.5,4.51,2,MANTENER
2,3,2,1,0.67,3.05,1,MANTENER
2,3,3,0,1.0,1.15,2,SUBIR
4,5,5,0,1.0,1.36,3,SUBIR
4,5,5,0,1.0,1.19,4,SUBIR
1,2,2,0,1.0,1.67,5,SUBIR
3,4,3,1,0.75,2.58,4,MANTENER
5,5,3,2,0.6,3.96,3,MANTENER
3,4,3,1,0.75,3.59,2,MANTENER
1,2,1,1,0.5,3.97,1,MANTENER
4,5,3,2,0.6,4.68,0,MANTENER
4,5,5,0,1.0,1.74,1,MANTENER
2,3,3,0,1.0,1.99,2,SUBIR
4,5,5,0,1.0,1.67,3,SUBIR
3,4,3,1,0.75,3.68,2,MANTENER
5,5,5,0,1.0,1.98,3,SUBIR
1,2,1,1,0.5,6.87,2,MANTENER
3,4,3,1,0.75,4.49,1,MANTENER
5,5,5,0,1.0,1.51,2,SUBIR
1,2,2,0,1.0,1.76,3,SUBIR
4,5,4,1,0.8,3.74,2,MANTENER
2,3,3,0,1.0,1.12,3,SUBIR
4,5,5,0,1.0,1.54,4,SUBIR
5,5,4,1,0.8,3.61,3,MANTENER
3,4,4,0,1.0,1.2,4,SUBIR
1,2,2,0,1.0,1.38,5,SUBIR
1,2,2,0,1.0,1.15,5,SUBIR
2,3,3,0,1.0,1.21,5,SUBIR
5,5,4,1,0.8,3.97,4,MANTENER
1,2,2,0,1.0,1.64,5,SUBIR
5,5,5,0,1.0,1.97,5,SUBIR
4,5,4,1,0.8,2.53,4,MANTENER
4,5,4,1,0.8,3.14,3,MANTENER
1,2,2,0,1.0,1.61,4,SUBIR
4,5,5,0,1.0,1.69,5,SUBIR
4,5,5,0,1.0,1.14,5,SUBIR
2,3,3,0,1.0,1.97,5,SUBIR
1,2,1,1,0.5,5.41,4,MANTENER
3,4,2,2,0.5,6.16,3,MANTENER
3,4,3,1,0.75,4.15,2,MANTENER
2,3,2,1,0.67,3.27,1,MANTENER
4,5,5,0,1.0,1.37,2,SUBIR
2,3,3,0,1.0,1.59,3,SUBIR
2,3,2,1,0.67,3.82,2,MANTENER
4,5,4,1,0.8,3.76,1,MANTENER
4,5,4,1,0.8,2.46,0,MANTENER
2,3,3,0,1.0,1.99,1,MANTENER
2,3,2,1,0.67,3.5,0,MANTENER
4,5,4,1,0.8,4.32,-1,MANTENER
4,5,5,0,1.0,1.69,0,MANTENER
3,4,3,1,0.75,3.09,-1,MANTENER
2,3,3,0,1.0,1.59,0,MANTENER
3,4,3,1,0.75,2.48,-1,MANTENER
2,3,2,1,0.67,3.32,-2,MANTENER
3,4,4,0,1.0,1.18,-1,MANTENER
4,5,4,1,0.8,2.54,-2,MANTENER
3,4,2,2,0.5,5.62,-3,BAJAR
2,3,2,1,0.67,5.15,-4,MANTENER
5,5,5,0,1.0,1.3,-3,MANTENER
2,3,3,0,1.0,1.38,-2,MANTENER
1,2,2,0,1.0,1.32,-1,MANTENER
2,3,3,0,1.0,1.49,0,MANTENER
3,4,3,1,0.75,3.89,-1,MANTENER
5,5,5,0,1.0,1.42,0,MANTENER
2,3,3,0,1.0,1.16,1,MANTENER
5,5,5,0,1.0,1.43,2,SUBIR
2,3,3,0,1.0,1.18,3,SUBIR
5,5,4,1,0.8,2.97,2,MANTENER
4,5,3,2,0.6,3.4,1,MANTENER
3,4,3,1,0.75,4.07,0,MANTENER
1,2,2,0,1.0,1.25,1,MANTENER
5,5,5,0,1.0,1.6,2,SUBIR
2,3,2,1,0.67,3.76,1,MANTENER
3,4,4,0,1.0,1.24,2,SUBIR
4,5,4,1,0.8,2.71,1,MANTENER
1,2,2,0,1.0,1.43,2,SUBIR
2,3,3,0,1.0,1.59,3,SUBIR
2,3,2,1,0.67,3.73,2,MANTENER
5,5,5,0,1.0,1.8,3,SUBIR
4,5,4,1,0.8,4.18,2,MANTENER
5,5,4,1,0.8,3.3,1,MANTENER
5,5,4,1,0.8,4.17,0,MANTENER
1,2,2,0,1.0,1.4,1,MANTENER
5,5,4,1,0.8,4.34,0,MANTENER
3,4,3,1,0.75,3.48,-1,MANTENER
3,4,4,0,1.0,1.11,0,MANTENER
3,4,3,1,0.75,4.59,-1,MANTENER
5,5,5,0,1.0,1.94,0,MANTENER
3,4,3,1,0.75,4.05,-1,MANTENER
3,4,4,0,1.0,1.3,0,MANTENER
4,5,5,0,1.0,1.86,1,MANTENER
3,4,2,2,0.5,4.68,0,MANTENER
4,5,4,1,0.8,2.58,-1,MANTENER
5,5,5,0,1.0,1.73,0,MANTENER
4,5,4,1,0.8,3.55,-1,MANTENER
5,5,3,2,0.6,4.84,-2,MANTENER
5,5,5,0,1.0,1.19,-1,MANTENER
3,4,4,0,1.0,1.51,0,MANTENER
3,4,2,2,0.5,4.57,-1,MANTENER
1,2,1,1,0.5,3.85,-2,BAJAR
5,5,5,0,1.0,1.94,-1,MANTENER
4,5,4,1,0.8,2.94,-2,MANTENER
2,3,3,0,1.0,1.64,-1,MANTENER
5,5,4,1,0.8,3.56,-2,MANTENER
5,5,5,0,1.0,1.17,-1,MANTENER
5,5,5,0,1.0,1.64,0,MANTENER
1,2,1,1,0.5,6.44,-1,MANTENER
3,4,3,1,0.75,4.06,-2,MANTENER
4,5,5,0,1.0,1.18,-1,MANTENER
4,5,3,2,0.6,4.71,-2,MANTENER
5,5,3,2,0.6,5.46,-3,MANTENER
1,2,1,1,0.5,3.76,-4,BAJAR
2,3,2,1,0.67,3.46,-5,MANTENER
4,5,5,0,1.0,1.99,-4,MANTENER
3,4,2,2,0.5,4.09,-5,BAJAR
5,5,5,0,1.0,1.8,-4,MANTENER
4,5,5,0,1.0,1.87,-3,MANTENER
2,3,2,1,0.67,4.75,-4,MANTENER
1,2,1,1,0.5,4.59,-5,BAJAR
5,5,4,1,0.8,3.78,-5,MANTENER
4,5,5,0,1.0,1.44,-4,MANTENER
2,3,2,1,0.67,4.75,-5,MANTENER
4,5,3,2,0.6,5.16,-5,MANTENER
3,4,3,1,0.75,3.0,-5,MANTENER
5,5,5,0,1.0,1.27,-4,MANTENER
4,5,5,0,1.0,1.87,-3,MANTENER
5,5,4,1,0.8,3.51,-4,MANTENER
1,2,1,1,0.5,5.38,-5,BAJAR
4,5,4,1,0.8,2.96,-5,MANTENER
5,5,3,2,0.6,4.92,-5,MANTENER
3,4,4,0,1.0,1.61,-4,MANTENER
2,3,2,1,0.67,5.2,-5,MANTENER
3,4,3,1,0.75,4.44,-5,MANTENER
5,5,3,2,0.6,3.8,-5,MANTENER
3,4,4,0,1.0,1.75,-4,MANTENER
4,5,4,1,0.8,2.89,-5,MANTENER
3,4,3,1,0.75,2.8,-5,MANTENER
3,4,3,1,0.75,4.62,-5,MANTENER
4,5,4,1,0.8,2.5,-5,MANTENER
2,3,3,0,1.0,1.51,-4,MANTENER
1,2,1,1,0.5,6.94,-5,BAJAR
3,4,4,0,1.0,1.98,-4,MANTENER
1,2,2,0,1.0,1.95,-3,MANTENER
2,3,2,1,0.67,5.14,-4,MANTENER
1,2,1,1,0.5,6.3,-5,BAJAR
2,3,3,0,1.0,1.4,-4,MANTENER
3,4,2,2,0.5,4.69,-5,BAJAR
1,2,1,1,0.5,6.19,-5,BAJAR
3,4,4,0,1.0,1.79,-4,MANTENER
3,4,4,0,1.0,1.84,-3,MANTENER
4,5,3,2,0.6,3.65,-4,MANTENER
5,5,4,1,0.8,2.76,-5,MANTENER
4,5,5,0,1.0,1.9,-4,MANTENER
4,5,3,2,0.6,3.79,-5,MANTENER
1,2,2,0,1.0,1.56,-4,MANTENER
5,5,4,1,0.8,2.96,-5,MANTENER
2,3,3,0,1.0,1.4,-4,MANTENER
2,3,2,1,0.67,5.11,-5,MANTENER
3,4,4,0,1.0,1.72,-4,MANTENER
4,5,3,2,0.6,4.41,-5,MANTENER
4,5,4,1,0.8,2.73,-5,MANTENER
5,5,5,0,1.0,1.51,-4,MANTENER
2,3,2,1,0.67,3.41,-5,MANTENER
3,4,3,1,0.75,4.38,-5,MANTENER
4,5,4,1,0.8,3.75,-5,MANTENER
5,5,5,0,1.0,1.92,-4,MANTENER
1,2,1,1,0.5,6.84,-5,BAJAR
5,5,4,1,0.8,2.62,-5,MANTENER
3,4,2,2,0.5,4.03,-5,BAJAR
5,5,4,1,0.8,3.24,-5,MANTENER
4,5,3,2,0.6,5.29,-5,MANTENER
5,5,3,2,0.6,3.6,-5,MANTENER
4,5,4,1,0.8,4.21,-5,MANTENER
1,2,2,0,1.0,1.92,-4,MANTENER
4,5,4,1,0.8,2.83,-5,MANTENER
5,5,4,1,0.8,2.66,-5,MANTENER
3,4,4,0,1.0,1.69,-4,MANTENER
1,2,1,1,0.5,5.55,-5,BAJAR
2,3,2,1,0.67,4.48,-5,MANTENER
1,2,1,1,0.5,6.83,-5,BAJAR
4,5,4,1,0.8,4.12,-5,MANTENER
5,5,5,0,1.0,1.12,-4,MANTENER
2,3,2,1,0.67,3.67,-5,MANTENER
5,5,4,1,0.8,2.93,-5,MANTENER
1,2,1,1,0.5,4.72,-5,BAJAR
4,5,4,1,0.8,2.46,-5,MANTENER
3,4,2,2,0.5,5.12,-5,BAJAR
2,3,3,0,1.0,1.72,-4,MANTENER
2,3,2,1,0.67,3.29,-5,MANTENER
2,3,2,1,0.67,4.23,-5,MANTENER
2,3,2,1,0.67,4.22,-5,MANTENER
4,5,4,1,0.8,2.81,-5,MANTENER
1,2,2,0,1.0,1.83,-4,MANTENER
4,5,3,2,0.6,5.44,-5,MANTENER
1,2,2,0,1.0,1.29,-4,MANTENER
1,2,1,1,0.5,6.14,-5,BAJAR
4,5,3,2,0.6,3.63,-5,MANTENER
3,4,4,0,1.0,1.66,-4,MANTENER
2,3,3,0,1.0,1.15,-3,MANTENER
1,2,2,0,1.0,1.43,-2,MANTENER
1,2,1,1,0.5,6.37,-3,BAJAR
3,4,4,0,1.0,1.8,-2,MANTENER
5,5,4,1,0.8,2.89,-3,MANTENER
5,5,5,0,1.0,1.28,-2,MANTENER
4,5,4,1,0.8,2.6,-3,MANTENER
3,4,2,2,0.5,6.74,-4,BAJAR
3,4,4,0,1.0,1.83,-3,MANTENER
2,3,2,1,0.67,4.94,-4,MANTENER
5,5,4,1,0.8,2.31,-5,MANTENER
5,5,3,2,0.6,4.21,-5,MANTENER
2,3,3,0,1.0,1.67,-4,MANTENER
2,3,3,0,1.0,1.7,-3,MANTENER
1,2,1,1,0.5,4.7,-4,BAJAR
4,5,4,1,0.8,2.95,-5,MANTENER
1,2,2,0,1.0,1.76,-4,MANTENER
4,5,4,1,0.8,3.03,-5,MANTENER
5,5,3,2,0.6,4.97,-5,MANTENER
2,3,3,0,1.0,1.27,-4,MANTENER
5,5,3,2,0.6,4.24,-5,MANTENER
5,5,5,0,1.0,1.36,-4,MANTENER
4,5,5,0,1.0,1.71,-3,MANTENER
5,5,5,0,1.0,1.9,-2,MANTENER
2,3,3,0,1.0,1.95,-1,MANTENER
5,5,4,1,0.8,2.85,-2,MANTENER
4,5,5,0,1.0,1.35,-1,MANTENER
3,4,4,0,1.0,1.8,0,MANTENER
5,5,5,0,1.0,1.13,1,MANTENER
3,4,4,0,1.0,1.42,2,SUBIR
5,5,5,0,1.0,1.17,3,SUBIR
3,4,3,1,0.75,3.43,2,MANTENER
3,4,3,1,0.75,3.3,1,MANTENER
5,5,5,0,1.0,1.73,2,SUBIR
4,5,4,1,0.8,2.99,1,MANTENER
2,3,3,0,1.0,1.48,2,SUBIR
2,3,3,0,1.0,1.98,3,SUBIR
5,5,5,0,1.0,1.16,4,SUBIR
2,3,2,1,0.67,2.89,3,MANTENER
1,2,2,0,1.0,1.79,4,SUBIR
4,5,5,0,1.0,1.37,5,SUBIR
3,4,4,0,1.0,1.42,5,SUBIR
4,5,4,1,0.8,3.4,4,MANTENER
5,5,5,0,1.0,1.29,5,SUBIR
1,2,2,0,1.0,1.63,5,SUBIR
3,4,3,1,0.75,3.17,4,MANTENER
1,2,1,1,0.5,6.88,3,MANTENER
2,3,3,0,1.0,1.84,4,SUBIR
5,5,5,0,1.0,1.23,5,SUBIR
2,3,2,1,0.67,4.66,4,MANTENER
5,5,4,1,0.8,2.31,3,MANTENER
4,5,5,0,1.0,1.86,4,SUBIR
1,2,2,0,1.0,1.96,5,SUBIR
3,4,3,1,0.75,3.86,4,MANTENER
2,3,3,0,1.0,1.56,5,SUBIR
1,2,2,0,1.0,1.55,5,SUBIR
1,2,2,0,1.0,1.79,5,SUBIR
3,4,4,0,1.0,1.15,5,SUBIR
3,4,4,0,1.0,1.35,5,SUBIR
1,2,1,1,0.5,6.28,4,MANTENER
3,4,4,0,1.0,1.15,5,SUBIR
4,5,4,1,0.8,3.7,4,MANTENER
2,3,2,1,0.67,5.03,3,MANTENER
3,4,2,2,0.5,6.32,2,MANTENER
3,4,2,2,0.5,4.3,1,MANTENER
4,5,5,0,1.0,1.12,2,SUBIR
1,2,1,1,0.5,6.94,1,MANTENER
1,2,1,1,0.5,6.73,0,MANTENER
1,2,1,1,0.5,4.03,-1,MANTENER
3,4,4,0,1.0,1.64,0,MANTENER
3,4,3,1,0.75,3.32,-1,MANTENER
2,3,2,1,0.67,4.26,-2,MANTENER
4,5,3,2,0.6,3.03,-3,MANTENER
3,4,3,1,0.75,4.61,-4,MANTENER
4,5,5,0,1.0,1.8,-3,MANTENER
1,2,2,0,1.0,1.75,-2,MANTENER
2,3,3,0,1.0,1.57,-1,MANTENER
4,5,4,1,0.8,2.77,-2,MANTENER
1,2,1,1,0.5,3.73,-3,BAJAR
1,2,2,0,1.0,1.79,-2,MANTENER
5,5,4,1,0.8,4.08,-3,MANTENER
5,5,5,0,1.0,1.15,-2,MANTENER
3,4,4,0,1.0,1.36,-1,MANTENER
5,5,4,1,0.8,3.85,-2,MANTENER
4,5,3,2,0.6,4.32,-3,MANTENER
3,4,4,0,1.0,1.65,-2,MANTENER
4,5,4,1,0.8,4.22,-3,MANTENER
1,2,2,0,1.0,1.26,-2,MANTENER
2,3,2,1,0.67,4.93,-3,MANTENER
2,3,2,1,0.67,4.0,-4,MANTENER
5,5,4,1,0.8,3.95,-5,MANTENER
4,5,3,2,0.6,5.83,-5,MANTENER
2,3,2,1,0.67,4.59,-5,MANTENER
2,3,2,1,0.67,5.08,-5,MANTENER
3,4,4,0,1.0,1.97,-4,MANTENER
5,5,4,1,0.8,2.59,-5,MANTENER
5,5,3,2,0.6,5.2,-5,MANTENER
3,4,4,0,1.0,1.59,-4,MANTENER
3,4,3,1,0.75,4.46,-5,MANTENER
5,5,5,0,1.0,1.5,-4,MANTENER
4,5,5,0,1.0,1.59,-3,MANTENER
4,5,4,1,0.8,3.44,-4,MANTENER
4,5,3,2,0.6,5.77,-5,MANTENER
5,5,3,2,0.6,5.71,-5,MANTENER
4,5,4,1,0.8,3.3,-5,MANTENER
5,5,5,0,1.0,1.25,-4,MANTENER
1,2,1,1,0.5,6.25,-5,BAJAR
4,5,5,0,1.0,1.75,-4,MANTENER
2,3,3,0,1.0,1.89,-3,MANTENER
1,2,2,0,1.0,1.63,-2,MANTENER
4,5,4,1,0.8,2.84,-3,MANTENER
4,5,4,1,0.8,4.2,-4,MANTENER
5,5,4,1,0.8,2.78,-5,MANTENER
4,5,5,0,1.0,1.82,-4,MANTENER
2,3,3,0,1.0,1.21,-3,MANTENER
4,5,4,1,0.8,3.82,-4,MANTENER
1,2,2,0,1.0,1.48,-3,MANTENER
1,2,1,1,0.5,5.61,-4,BAJAR
2,3,3,0,1.0,1.68,-3,MANTENER
2,3,3,0,1.0,1.35,-2,MANTENER
1,2,2,0,1.0,1.49,-1,MANTENER
1,2,2,0,1.0,1.65,0,MANTENER
2,3,2,1,0.67,3.19,-1,MANTENER
2,3,2,1,0.67,5.14,-2,MANTENER
4,5,5,0,1.0,1.84,-1,MANTENER
4,5,4,1,0.8,2.91,-2,MANTENER
1,2,2,0,1.0,1.59,-1,MANTENER
2,3,2,1,0.67,3.16,-2,MANTENER
1,2,2,0,1.0,1.44,-1,MANTENER
3,4,4,0,1.0,1.62,0,MANTENER
5,5,3,2,0.6,3.02,-1,MANTENER
1,2,1,1,0.5,5.79,-2,BAJAR
4,5,3,2,0.6,4.89,-3,MANTENER
4,5,3,2,0.6,4.46,-4,MANTENER
2,3,2,1,0.67,3.17,-5,MANTENER
5,5,3,2,0.6,3.66,-5,MANTENER
4,5,4,1,0.8,4.06,-5,MANTENER
3,4,4,0,1.0,1.64,-4,MANTENER
1,2,1,1,0.5,4.03,-5,BAJAR
5,5,4,1,0.8,3.7,-5,MANTENER
3,4,3,1,0.75,3.28,-5,MANTENER
5,5,3,2,0.6,3.98,-5,MANTENER
4,5,5,0,1.0,1.77,-4,MANTENER
3,4,4,0,1.0,1.55,-3,MANTENER
4,5,5,0,1.0,1.56,-2,MANTENER
4,5,4,1,0.8,2.59,-3,MANTENER
1,2,2,0,1.0,1.9,-2,MANTENER
1,2,2,0,1.0,1.16,-1,MANTENER
4,5,3,2,0.6,5.72,-2,MANTENER
3,4,4,0,1.0,1.62,-1,MANTENER
4,5,5,0,1.0,1.79,0,MANTENER
3,4,3,1,0.75,4.26,-1,MANTENER
1,2,2,0,1.0,1.83,0,MANTENER
2,3,2,1,0.67,4.15,-1,MANTENER
1,2,1,1,0.5,6.86,-2,BAJAR
4,5,4,1,0.8,2.91,-3,MANTENER
5,5,5,0,1.0,1.96,-2,MANTENER
1,2,2,0,1.0,1.13,-1,MANTENER
1,2,2,0,1.0,1.15,0,MANTENER
1,2,1,1,0.5,4.24,-1,MANTENER
3,4,3,1,0.75,4.49,-2,MANTENER
3,4,2,2,0.5,6.97,-3,BAJAR
2,3,3,0,1.0,1.48,-2,MANTENER
5,5,4,1,0.8,3.99,-3,MANTENER
5,5,4,1,0.8,3.0,-4,MANTENER
4,5,5,0,1.0,1.76,-3,MANTENER
5,5,5,0,1.0,1.45,-2,MANTENER
4,5,4,1,0.8,3.83,-3,MANTENER
1,2,1,1,0.5,4.73,-4,BAJAR
5,5,3,2,0.6,4.11,-5,MANTENER
4,5,4,1,0.8,3.21,-5,MANTENER
3,4,4,0,1.0,1.64,-4,MANTENER
1,2,2,0,1.0,1.76,-3,MANTENER
2,3,3,0,1.0,1.15,-2,MANTENER
2,3,2,1,0.67,3.97,-3,MANTENER
2,3,3,0,1.0,1.48,-2,MANTENER
4,5,4,1,0.8,2.54,-3,MANTENER
1,2,2,0,1.0,1.63,-2,MANTENER
4,5,5,0,1.0,1.75,-1,MANTENER
2,3,2,1,0.67,3.8,-2,MANTENER
1,2,1,1,0.5,4.47,-3,BAJAR
5,5,4,1,0.8,3.43,-4,MANTENER
4,5,4,1,0.8,2.36,-5,MANTENER
3,4,4,0,1.0,1.15,-4,MANTENER
4,5,5,0,1.0,1.39,-3,MANTENER
1,2,2,0,1.0,1.64,-2,MANTENER
3,4,4,0,1.0,1.57,-1,MANTENER
1,2,2,0,1.0,1.93,0,MANTENER
2,3,3,0,1.0,1.92,1,MANTENER
1,2,2,0,1.0,1.59,2,SUBIR
5,5,3,2,0.6,4.6,1,MANTENER
1,2,2,0,1.0,1.47,2,SUBIR
2,3,2,1,0.67,3.6,1,MANTENER
2,3,3,0,1.0,1.48,2,SUBIR
1,2,2,0,1.0,1.82,3,SUBIR
5,5,4,1,0.8,2.91,2,MANTENER
2,3,2,1,0.67,2.88,1,MANTENER
4,5,4,1,0.8,2.69,0,MANTENER
3,4,3,1,0.75,2.52,-1,MANTENER
1,2,2,0,1.0,1.19,0,MANTENER
3,4,4,0,1.0,1.94,1,MANTENER
4,5,4,1,0.8,4.02,0,MANTENER
4,5,4,1,0.8,2.59,-1,MANTENER
2,3,3,0,1.0,1.8,0,MANTENER
1,2,2,0,1.0,1.28,1,MANTENER
2,3,3,0,1.0,1.59,2,SUBIR
5,5,4,1,0.8,3.09,1,MANTENER
2,3,2,1,0.67,3.77,0,MANTENER
4,5,5,0,1.0,1.72,1,MANTENER
5,5,4,1,0.8,3.71,0,MANTENER
5,5,5,0,1.0,1.83,1,MANTENER
4,5,5,0,1.0,1.91,2,SUBIR
4,5,4,1,0.8,4.12,1,MANTENER
5,5,4,1,0.8,3.09,0,MANTENER
5,5,4,1,0.8,3.45,-1,MANTENER
4,5,5,0,1.0,1.45,0,MANTENER
5,5,4,1,0.8,3.62,-1,MANTENER
3,4,4,0,1.0,1.99,0,MANTENER
5,5,5,0,1.0,1.81,1,MANTENER
5,5,4,1,0.8,2.61,0,MANTENER
4,5,5,0,1.0,1.76,1,MANTENER
1,2,2,0,1.0,1.58,2,SUBIR
5,5,5,0,1.0,1.32,3,SUBIR
5,5,4,1,0.8,2.75,2,MANTENER
4,5,5,0,1.0,1.22,3,SUBIR
3,4,4,0,1.0,1.52,4,SUBIR
5,5,4,1,0.8,4.28,3,MANTENER
5,5,4,1,0.8,3.8,2,MANTENER
3,4,4,0,1.0,1.35,3,SUBIR
3,4,4,0,1.0,1.64,4,SUBIR
5,5,5,0,1.0,1.94,5,SUBIR
1,2,1,1,0.5,6.05,4,MANTENER
2,3,2,1,0.67,5.21,3,MANTENER
5,5,4,1,0.8,2.98,2,MANTENER
5,5,5,0,1.0,1.85,3,SUBIR
1,2,1,1,0.5,6.94,2,MANTENER
5,5,4,1,0.8,4.1,1,MANTENER
2,3,2,1,0.67,4.66,0,MANTENER
3,4,2,2,0.5,6.79,-1,MANTENER
2,3,3,0,1.0,1.66,0,MANTENER
5,5,4,1,0.8,3.23,-1,MANTENER
3,4,3,1,0.75,3.83,-2,MANTENER
1,2,1,1,0.5,4.74,-3,BAJAR
5,5,5,0,1.0,1.23,-2,MANTENER
1,2,1,1,0.5,6.16,-3,BAJAR
1,2,2,0,1.0,1.75,-2,MANTENER
1,2,1,1,0.5,5.38,-3,BAJAR
3,4,4,0,1.0,1.33,-2,MANTENER
1,2,2,0,1.0,1.41,-1,MANTENER
1,2,2,0,1.0,1.7,0,MANTENER
4,5,5,0,1.0,1.1,1,MANTENER
4,5,4,1,0.8,2.79,0,MANTENER
3,4,3,1,0.75,4.55,-1,MANTENER
5,5,4,1,0.8,3.14,-2,MANTENER
3,4,3,1,0.75,4.43,-3,MANTENER
5,5,5,0,1.0,1.85,-2,MANTENER
2,3,3,0,1.0,1.19,-1,MANTENER
2,3,3,0,1.0,1.53,0,MANTENER
1,2,1,1,0.5,5.31,-1,MANTENER
3,4,3,1,0.75,2.54,-2,MANTENER
1,2,1,1,0.5,6.61,-3,BAJAR
3,4,4,0,1.0,1.94,-2,MANTENER
4,5,5,0,1.0,1.85,-1,MANTENER
2,3,3,0,1.0,1.62,0,MANTENER
3,4,3,1,0.75,2.46,-1,MANTENER
2,3,3,0,1.0,1.32,0,MANTENER
1,2,1,1,0.5,6.49,-1,MANTENER
4,5,3,2,0.6,4.26,-2,MANTENER
4,5,5,0,1.0,1.39,-1,MANTENER
2,3,2,1,0.67,4.67,-2,MANTENER
